Stn Id,Stn Name,CIMIS Region,Date,Jul,ETo (in),qc,Precip (in),qc,Sol Rad (Ly/day),qc,Avg Vap Pres (mBars),qc,Max Air Temp (F),qc,Min Air Temp (F),qc,Avg Air Temp (F),qc,Max Rel Hum (%),qc,Min Rel Hum (%),qc,Avg Rel Hum (%),qc,Dew Point (F),qc,Avg Wind Speed (mph),qc,Wind Run (miles),qc,Avg Soil Temp (F),qc
6,Davis,Sacramento Valley,9/21/2007,264,0.17, ,0.00, ,465, ,10.6, ,79.7, ,46.7, ,63.8, ,90, ,29, ,53, ,46.1, ,4.9, ,117.9, ,66.3,Y
6,Davis,Sacramento Valley,9/22/2007,265,0.04,R,0.00, ,122, ,12.1, ,64.1,R,54.1, ,59.6, ,84, ,52, ,69, ,49.5, ,5.4, ,128.7, ,66.4,Y
6,Davis,Sacramento Valley,9/23/2007,266,0.09, ,0.00, ,292, ,12.4, ,71.6,Y,53.4, ,62.1, ,83, ,46, ,65, ,50.2, ,3.9, ,92.5, ,66.2,Y
6,Davis,Sacramento Valley,9/24/2007,267,0.19, ,0.00, ,487, ,8.4, ,78.9, ,50.3, ,62.8, ,81, ,16, ,43, ,40.1, ,5.7, ,138.0, ,66.1,Y
6,Davis,Sacramento Valley,9/25/2007,268,0.19, ,0.00, ,473, ,7.5, ,83.6, ,47.4, ,64.7, ,63, ,17, ,36, ,37.0, ,4.3, ,102.3, ,65.7,Y
6,Davis,Sacramento Valley,9/26/2007,269,0.18, ,0.00, ,468, ,7.3,Y,88.3, ,50.6, ,69.0, ,56, ,14, ,30,Y,36.5,Y,3.3, ,80.4, ,66.2,Y
6,Davis,Sacramento Valley,9/27/2007,270,0.19, ,0.00, ,456, ,8.6, ,88.6, ,48.0, ,67.6, ,70, ,16, ,37, ,40.5, ,4.6, ,111.1, ,66.7, 
6,Davis,Sacramento Valley,9/28/2007,271,0.17, ,0.00, ,438, ,10.7, ,71.2,Y,51.0, ,60.2, ,79, ,43, ,60, ,46.4, ,10.0,Y,239.2,Y,66.6,Y
6,Davis,Sacramento Valley,9/29/2007,272,0.20, ,0.00, ,462, ,6.0,Y,73.3, ,45.5, ,58.4, ,82, ,15, ,36,Y,31.4,Y,7.4, ,177.3, ,65.0,Y
6,Davis,Sacramento Valley,9/30/2007,273,0.18, ,0.00, ,440, ,7.0,Y,78.7, ,40.0,Y,59.9, ,74, ,15, ,40,Y,35.3,Y,5.8, ,139.0, ,64.4,Y
6,Davis,Sacramento Valley,10/1/2007,274,0.14, ,0.02, ,351, ,11.5, ,72.9, ,57.3, ,63.6, ,85, ,39, ,57, ,48.3, ,6.3, ,150.9, ,65.1, 
6,Davis,Sacramento Valley,10/2/2007,275,0.18, ,0.00, ,444, ,7.5, ,84.1, ,47.9, ,66.5, ,63, ,15, ,34, ,37.3, ,5.2, ,124.4, ,65.4, 
6,Davis,Sacramento Valley,10/3/2007,276,0.16, ,0.00, ,430, ,9.8, ,80.7, ,45.5, ,62.2, ,77, ,26, ,51, ,44.0, ,5.9, ,142.2, ,65.6, 
6,Davis,Sacramento Valley,10/4/2007,277,0.16, ,0.00, ,435, ,7.9, ,72.1, ,42.0, ,56.9, ,80, ,26, ,50, ,38.4, ,6.2, ,148.9, ,65.0, 
6,Davis,Sacramento Valley,10/5/2007,278,0.14, ,0.01, ,413, ,7.4, ,66.5, ,43.6, ,55.5, ,79, ,28, ,49, ,36.7, ,4.6, ,110.2, ,64.3, 
6,Davis,Sacramento Valley,10/6/2007,279,0.20, ,0.00, ,433, ,4.7, ,73.9, ,42.2, ,57.9, ,62, ,11, ,28, ,25.5, ,7.9, ,190.4, ,63.4, 
6,Davis,Sacramento Valley,10/7/2007,280,0.14, ,0.00, ,418, ,6.0, ,77.6, ,40.1, ,59.2, ,60, ,18, ,35, ,31.7, ,3.2, ,77.3, ,62.8, 
6,Davis,Sacramento Valley,10/8/2007,281,0.15, ,0.00, ,413, ,7.2, ,80.7, ,43.9, ,61.9, ,66, ,17, ,38, ,36.0, ,3.5, ,83.5, ,62.5,H
6,Davis,Sacramento Valley,10/9/2007,282,0.16, ,0.31, ,363, ,10.2, ,70.1, ,48.7, ,60.3, ,88, ,38, ,57, ,45.1, ,9.2, ,220.8, ,63.7, 
6,Davis,Sacramento Valley,10/10/2007,283,0.10, ,0.44, ,370, ,12.5, ,68.3, ,50.8, ,58.7, ,90, ,49, ,74, ,50.5, ,4.8, ,116.3, ,63.4, 
6,Davis,Sacramento Valley,10/11/2007,284,0.09, ,0.00, ,323, ,11.4, ,69.2, ,47.2, ,57.9, ,88, ,47, ,70, ,48.0, ,2.9, ,69.2, ,54.7,R
6,Davis,Sacramento Valley,10/12/2007,285,0.02, ,0.35, ,116, ,12.4, ,59.1,Y,52.1, ,55.3, ,89, ,79, ,83, ,50.2, ,4.8, ,114.2, ,63.4, 
6,Davis,Sacramento Valley,10/13/2007,286,0.11, ,0.00, ,391, ,11.9, ,73.3, ,45.5, ,58.8, ,91, ,46, ,70, ,49.2, ,2.9, ,69.2, ,63.3, 
6,Davis,Sacramento Valley,10/14/2007,287,0.10, ,0.00, ,375, ,12.6, ,73.2, ,48.1, ,60.1, ,91, ,46, ,71, ,50.8, ,3.0, ,71.0, ,63.9, 
6,Davis,Sacramento Valley,10/15/2007,288,0.08, ,0.00, ,250, ,12.5, ,66.5, ,50.4, ,58.0, ,86, ,63, ,76, ,50.4, ,6.9, ,165.8, ,64.0, 
6,Davis,Sacramento Valley,10/16/2007,289,0.03, ,0.12, ,147, ,12.0, ,59.0,Y,50.3, ,54.4, ,88, ,68, ,83, ,49.4, ,6.9, ,164.7, ,63.0, 
6,Davis,Sacramento Valley,10/17/2007,290,0.09, ,0.01, ,312, ,10.5, ,67.9, ,46.8, ,57.1, ,86, ,39, ,66, ,45.9, ,4.3, ,103.7, ,62.6, 
6,Davis,Sacramento Valley,10/18/2007,291,0.08, ,0.00, ,228, ,12.2, ,70.2, ,50.3, ,59.9, ,86, ,47, ,69, ,49.8, ,5.8, ,138.8, ,62.9, 
6,Davis,Sacramento Valley,10/19/2007,292,0.08, ,0.00, ,212, ,15.2, ,71.3, ,56.4, ,63.0, ,88, ,62, ,77, ,55.7, ,10.2, ,244.2, ,63.5, 
6,Davis,Sacramento Valley,10/20/2007,293,0.15, ,0.00, ,341, ,7.8, ,66.0, ,52.6, ,58.5, ,66, ,27, ,46, ,38.0, ,8.5, ,202.9, ,63.5, 
6,Davis,Sacramento Valley,10/21/2007,294,0.25, ,0.00, ,358, ,5.6, ,73.7, ,51.3, ,62.2, ,49, ,18, ,29, ,29.9, ,15.6,Y,374.2,Y,62.3, 
6,Davis,Sacramento Valley,10/22/2007,295,0.11, ,0.00, ,345, ,7.6, ,78.1, ,43.9, ,60.5, ,68, ,23, ,42, ,37.5, ,2.3, ,54.2, ,62.1, 
6,Davis,Sacramento Valley,10/23/2007,296,0.13, ,0.00, ,347, ,8.7, ,82.8, ,47.7, ,62.6, ,69, ,19, ,45, ,40.9, ,3.5, ,84.8, ,62.2, 
6,Davis,Sacramento Valley,10/24/2007,297,0.10, ,0.00, ,337, ,10.1, ,85.9, ,48.0, ,63.4, ,75, ,24, ,51, ,44.9, ,2.2, ,52.0, ,62.3, 
6,Davis,Sacramento Valley,10/25/2007,298,0.11, ,0.00, ,322, ,10.9, ,80.4, ,48.8, ,62.0, ,79, ,31, ,57, ,46.7, ,3.1, ,74.3, ,62.5, 
6,Davis,Sacramento Valley,10/26/2007,299,0.11, ,0.00, ,302, ,8.8, ,73.2, ,44.5, ,58.7, ,91, ,30, ,52, ,41.1, ,4.3, ,103.4, ,62.3, 
6,Davis,Sacramento Valley,10/27/2007,300,0.12, ,0.00, ,300, ,8.6, ,80.3, ,49.0, ,62.9, ,69, ,23, ,44, ,40.7, ,4.9, ,116.9, ,62.0, 
6,Davis,Sacramento Valley,10/28/2007,301,0.12, ,0.00, ,306, ,10.3, ,80.3, ,50.5, ,64.3, ,80, ,29, ,50, ,45.4, ,4.9, ,116.5, ,62.3, 
6,Davis,Sacramento Valley,10/29/2007,302,0.11, ,0.01, ,272, ,11.4, ,76.3, ,51.0, ,61.4, ,79, ,43, ,61, ,48.0, ,5.9, ,140.7, ,62.5, 
6,Davis,Sacramento Valley,10/30/2007,303,0.05, ,0.00, ,201, ,11.4, ,66.7, ,45.5, ,54.0, ,91, ,63, ,80, ,48.0, ,4.0, ,95.1, ,61.8, 
6,Davis,Sacramento Valley,10/31/2007,304,0.06, ,0.00, ,252, ,11.4, ,70.5, ,46.4, ,54.7, ,93, ,49, ,78, ,48.1, ,2.5, ,59.8, ,61.5, 
6,Davis,Sacramento Valley,11/1/2007,305,0.12, ,0.00, ,310, ,9.6, ,76.8, ,43.7, ,58.9, ,92, ,29, ,57, ,43.6, ,4.8, ,116.3, ,61.4, 
6,Davis,Sacramento Valley,11/2/2007,306,0.13, ,0.00, ,320, ,7.8, ,77.3, ,44.4, ,59.6, ,79, ,22, ,45, ,38.0, ,4.9, ,116.8, ,61.2, 
6,Davis,Sacramento Valley,11/3/2007,307,0.11, ,0.00, ,322, ,6.9, ,76.6, ,42.9, ,58.5, ,66, ,20, ,41, ,34.9, ,3.3, ,78.1, ,61.0, 
6,Davis,Sacramento Valley,11/4/2007,308,0.12, ,0.00, ,302, ,6.7, ,79.1, ,43.0, ,57.8, ,67, ,19, ,41, ,34.4, ,4.1, ,99.5, ,60.2, 
6,Davis,Sacramento Valley,11/5/2007,309,0.11, ,0.00, ,306, ,7.0, ,79.9, ,41.1, ,57.3, ,71, ,20, ,44, ,35.4, ,3.1, ,75.5, ,59.8, 
6,Davis,Sacramento Valley,11/6/2007,310,0.10, ,0.00, ,298, ,7.7, ,77.7, ,39.8, ,57.0, ,83, ,24, ,49, ,37.9, ,2.8, ,67.6, ,59.5, 
6,Davis,Sacramento Valley,11/7/2007,311,0.10, ,0.00, ,296, ,7.8, ,82.2,Y,39.1, ,57.5, ,83, ,20, ,48, ,38.3, ,2.6, ,63.5, ,59.2, 
6,Davis,Sacramento Valley,11/8/2007,312,0.07, ,0.00, ,245, ,9.8, ,67.3, ,38.5, ,53.0, ,91, ,50, ,72, ,44.1, ,3.4, ,81.3, ,59.1, 
6,Davis,Sacramento Valley,11/9/2007,313,0.07, ,0.00, ,249, ,9.9, ,66.2, ,41.6, ,54.5, ,88, ,48, ,68, ,44.2, ,2.8, ,67.0, ,59.2, 
6,Davis,Sacramento Valley,11/10/2007,314,0.01, ,0.58, ,79, ,11.8, ,60.3, ,43.1, ,52.5, ,93, ,71, ,88, ,49.0, ,3.8, ,91.1, ,58.6, 
6,Davis,Sacramento Valley,11/11/2007,315,0.10, ,0.20, ,284, ,10.8, ,65.0, ,48.8, ,56.3, ,93, ,44, ,70, ,46.6, ,8.4, ,201.1, ,59.1, 
6,Davis,Sacramento Valley,11/12/2007,316,0.06, ,0.00, ,206, ,9.3, ,65.3, ,42.1, ,54.4, ,83, ,48, ,64, ,42.6, ,3.2, ,77.0, ,58.4, 
6,Davis,Sacramento Valley,11/13/2007,317,0.08, ,0.00, ,266, ,11.4, ,68.7, ,48.5, ,58.0, ,82, ,53, ,69, ,48.0, ,4.0, ,95.6, ,59.2, 
6,Davis,Sacramento Valley,11/14/2007,318,0.08, ,0.00, ,274, ,11.8, ,72.1, ,49.2, ,59.5, ,88, ,46, ,68, ,48.9, ,3.9, ,92.9, ,59.5, 
6,Davis,Sacramento Valley,11/15/2007,319,0.06, ,0.00, ,245, ,13.1, ,71.5, ,46.2, ,58.4, ,93, ,57, ,78, ,51.6, ,2.9, ,68.6, ,59.6, 
6,Davis,Sacramento Valley,11/16/2007,320,0.05, ,0.00, ,197, ,12.9, ,67.8, ,47.2, ,56.6, ,92, ,65, ,83, ,51.4, ,2.4, ,56.4, ,60.2, 
6,Davis,Sacramento Valley,11/17/2007,321,0.05, ,0.00, ,220, ,11.8, ,67.0, ,45.5, ,53.1, ,94, ,64, ,86, ,49.0, ,1.9, ,45.6, ,59.8, 
6,Davis,Sacramento Valley,11/18/2007,322,0.05, ,0.01, ,209, ,12.6, ,69.5, ,44.8, ,54.6, ,94, ,64, ,87, ,50.7, ,2.8, ,67.6, ,59.6, 
6,Davis,Sacramento Valley,11/19/2007,323,0.05, ,0.00, ,182, ,12.0, ,66.1, ,48.4, ,55.9, ,92, ,61, ,79, ,49.4, ,6.0, ,142.9, ,59.5, 
6,Davis,Sacramento Valley,11/20/2007,324,0.15, ,0.00, ,277, ,5.3, ,62.0, ,46.8, ,53.2, ,62, ,26, ,38, ,28.4, ,11.9, ,285.4, ,58.4, 
6,Davis,Sacramento Valley,11/21/2007,325,0.11, ,0.00, ,269, ,4.5, ,62.5, ,37.5, ,49.8, ,54, ,24, ,37, ,24.4, ,5.7, ,135.7, ,56.7, 
6,Davis,Sacramento Valley,11/22/2007,326,0.14, ,0.00, ,268, ,4.2, ,65.1, ,34.8, ,51.0, ,66, ,19, ,33, ,23.1, ,8.9, ,212.8, ,55.7, 
6,Davis,Sacramento Valley,11/23/2007,327,0.19, ,0.00, ,276, ,3.2,Y,67.1, ,45.4, ,55.4, ,29, ,14, ,21,Y,16.7,Y,12.7, ,304.7, ,55.2, 
6,Davis,Sacramento Valley,11/24/2007,328,0.07, ,0.00, ,239, ,5.0, ,62.4, ,29.8, ,47.2, ,71, ,25, ,46, ,27.3, ,2.9, ,69.8, ,54.8, 
6,Davis,Sacramento Valley,11/25/2007,329,0.04, ,0.00, ,130, ,6.1, ,57.4, ,36.3, ,46.3, ,72, ,43, ,57, ,31.8, ,3.0, ,71.5, ,54.7, 
6,Davis,Sacramento Valley,11/26/2007,330,0.04,R,0.00, ,205, ,6.2, ,60.6, ,31.9, ,46.3, ,81, ,37, ,58, ,32.4, ,1.5, ,35.5, ,54.0, 
6,Davis,Sacramento Valley,11/27/2007,331,0.12, ,0.00, ,238, ,6.5, ,64.3, ,40.5, ,52.5, ,80, ,26, ,49, ,33.7, ,9.2, ,222.0, ,54.2, 
6,Davis,Sacramento Valley,11/28/2007,332,0.14, ,0.00, ,246, ,4.2, ,64.1, ,40.0, ,52.6, ,56, ,22, ,31, ,22.9, ,10.4, ,248.5, ,53.7, 
6,Davis,Sacramento Valley,11/29/2007,333,0.07, ,0.00, ,232, ,5.3, ,62.4, ,32.6, ,45.7, ,75, ,29, ,51, ,28.5, ,3.9, ,93.0, ,53.3, 
6,Davis,Sacramento Valley,11/30/2007,334,0.08, ,0.00, ,248, ,4.3, ,57.4, ,31.9, ,44.3, ,70, ,25, ,43, ,23.5, ,4.8, ,115.2, ,52.6, 
6,Davis,Sacramento Valley,12/1/2007,335,0.07, ,0.00, ,242, ,5.3, ,55.9, ,26.2, ,41.4, ,85, ,32, ,60, ,28.6, ,5.8, ,140.0, ,51.3, 
6,Davis,Sacramento Valley,12/2/2007,336,0.08, ,0.00, ,159, ,5.8, ,59.0, ,34.9, ,48.4, ,80, ,35, ,50, ,30.9, ,7.1, ,171.3, ,51.6, 
6,Davis,Sacramento Valley,12/3/2007,337,0.09, ,0.00, ,234, ,6.4, ,65.4, ,42.9, ,54.5, ,53, ,34, ,44, ,33.2, ,5.7, ,137.7, ,52.9, 
6,Davis,Sacramento Valley,12/4/2007,338,0.02, ,0.13, ,81, ,11.2, ,56.0, ,48.1, ,51.5, ,92, ,55, ,86, ,47.5, ,6.5, ,155.3, ,53.7, 
6,Davis,Sacramento Valley,12/5/2007,339,0.05, ,0.00, ,32, ,10.2, ,62.9, ,32.0, ,51.7, ,94, ,53, ,78, ,45.0, ,2.3, ,55.7, ,54.0, 
6,Davis,Sacramento Valley,12/6/2007,340,0.00, ,1.15, ,40, ,11.0, ,51.4, ,45.7, ,49.2, ,93, ,89, ,92, ,47.0, ,4.8, ,115.1, ,53.7, 
6,Davis,Sacramento Valley,12/7/2007,341,0.08, ,0.42, ,233, ,9.0, ,58.8, ,45.2, ,51.3, ,93, ,50, ,70, ,41.8, ,9.0, ,214.9, ,53.8, 
6,Davis,Sacramento Valley,12/8/2007,342,0.10, ,0.00, ,239, ,6.0, ,53.4, ,35.7, ,46.0, ,79, ,43, ,57, ,31.5, ,11.8, ,282.6, ,52.8, 
6,Davis,Sacramento Valley,12/9/2007,343,0.10, ,0.00, ,243, ,5.3, ,56.0, ,40.8, ,46.7, ,72, ,30, ,49, ,28.7, ,9.8, ,234.9, ,51.5, 
6,Davis,Sacramento Valley,12/10/2007,344,0.08, ,0.00, ,236, ,6.1, ,57.1, ,32.8, ,44.5, ,89, ,41, ,62, ,32.1, ,7.3, ,176.3, ,51.1, 
6,Davis,Sacramento Valley,12/11/2007,345,0.11, ,0.00, ,231, ,4.4, ,56.3, ,32.3, ,44.4, ,71, ,27, ,44, ,23.8, ,10.3, ,247.9, ,50.6, 
6,Davis,Sacramento Valley,12/12/2007,346,0.03, ,0.00, ,144, ,5.4, ,52.8, ,30.2, ,38.9, ,86, ,38, ,67, ,28.9, ,3.0, ,71.7, ,49.5, 
6,Davis,Sacramento Valley,12/13/2007,347,0.05, ,0.00, ,225, ,5.7, ,56.2, ,27.4, ,39.8, ,91, ,41, ,69, ,30.5, ,4.0, ,95.8, ,48.8, 
6,Davis,Sacramento Valley,12/14/2007,348,0.04, ,0.00, ,205, ,6.0, ,53.0, ,26.6, ,38.7, ,92, ,50, ,75, ,31.4, ,2.3, ,56.3, ,48.5, 
6,Davis,Sacramento Valley,12/15/2007,349,0.04,R,0.00, ,211, ,6.6, ,53.4, ,27.2, ,39.4, ,93, ,59, ,81, ,34.1, ,1.9, ,45.0, ,48.3, 
6,Davis,Sacramento Valley,12/16/2007,350,0.03, ,0.00, ,135, ,7.5, ,53.0, ,29.8, ,41.8, ,94, ,66, ,83, ,37.1, ,4.5, ,106.9, ,48.4, 
6,Davis,Sacramento Valley,12/17/2007,351,0.01, ,0.16, ,71, ,9.7, ,50.6, ,43.8, ,47.0, ,92, ,82, ,88, ,43.7, ,5.3, ,126.8, ,49.4, 
6,Davis,Sacramento Valley,12/18/2007,352,0.01, ,0.51, ,55, ,10.6, ,54.0, ,43.7, ,48.7, ,92, ,86, ,90, ,46.0, ,8.7, ,208.5, ,50.2, 
6,Davis,Sacramento Valley,12/19/2007,353,0.03, ,0.15, ,145, ,9.5, ,54.9, ,38.7, ,47.8, ,93, ,69, ,84, ,43.2, ,5.7, ,137.8, ,50.2, 
6,Davis,Sacramento Valley,12/20/2007,354,0.06, ,0.15, ,228, ,8.1, ,55.9, ,39.0, ,47.9, ,92, ,47, ,72, ,39.2, ,6.6, ,158.5, ,50.8, 
6,Davis,Sacramento Valley,12/21/2007,355,0.08, ,0.00, ,225, ,5.2, ,49.8, ,31.8, ,42.0, ,76, ,44, ,58, ,28.2, ,10.3, ,246.2, ,49.6, 
6,Davis,Sacramento Valley,12/22/2007,356,0.03, ,0.00, ,148, ,5.9, ,48.3, ,27.8, ,37.7, ,90, ,57, ,77, ,31.0, ,3.0, ,71.8, ,48.1, 
6,Davis,Sacramento Valley,12/23/2007,357,0.05, ,0.00, ,212, ,6.4, ,56.3, ,31.8, ,43.3, ,90, ,39, ,68, ,33.3, ,2.6, ,62.0, ,48.1, 
6,Davis,Sacramento Valley,12/24/2007,358,0.10, ,0.00, ,229, ,6.4, ,56.9, ,36.9, ,46.2, ,93, ,34, ,60, ,33.0, ,10.8, ,260.2, ,48.7, 
6,Davis,Sacramento Valley,12/25/2007,359,0.10, ,0.00, ,227, ,4.4, ,54.3, ,39.7, ,45.4, ,71, ,27, ,42, ,23.8, ,9.9, ,237.3, ,48.3, 
6,Davis,Sacramento Valley,12/26/2007,360,0.09, ,0.00, ,233, ,4.7, ,52.3, ,32.2, ,41.8, ,81, ,24, ,52, ,25.5, ,8.1, ,195.1, ,48.1, 
6,Davis,Sacramento Valley,12/27/2007,361,0.07, ,0.02, ,142, ,4.2, ,50.1, ,31.1, ,41.2, ,75, ,28, ,47, ,22.8, ,7.3, ,174.9, ,47.1, 
6,Davis,Sacramento Valley,12/28/2007,362,0.00, ,0.05, ,29, ,6.8, ,41.2, ,37.9, ,39.5, ,91, ,69, ,82, ,34.6, ,3.5, ,83.2, ,47.2, 
6,Davis,Sacramento Valley,12/29/2007,363,0.00, ,0.15, ,32, ,8.3, ,44.5, ,38.5, ,41.4, ,94, ,92, ,93, ,39.6, ,2.4, ,56.8, ,47.3, 
6,Davis,Sacramento Valley,12/30/2007,364,0.05, ,0.00, ,195, ,7.8, ,52.0, ,39.8, ,44.4, ,94, ,58, ,78, ,38.0, ,7.8, ,186.6, ,48.2, 
6,Davis,Sacramento Valley,12/31/2007,365,0.09, ,0.00, ,239, ,5.3, ,51.9, ,32.6, ,42.8, ,91, ,40, ,56, ,28.5, ,10.7, ,257.6, ,47.6, 
6,Davis,Sacramento Valley,1/1/2008,001,0.05, ,0.00, ,218, ,6.1, ,54.7, ,29.1, ,40.3, ,93, ,47, ,72, ,31.8, ,4.6, ,109.4, ,46.7, 
6,Davis,Sacramento Valley,1/2/2008,002,0.04, ,0.00, ,209, ,6.5, ,56.2, ,29.6, ,41.0, ,89, ,52, ,75, ,33.6, ,2.0, ,48.5, ,46.1, 
6,Davis,Sacramento Valley,1/3/2008,003,0.01, ,0.37, ,31, ,8.6, ,50.7, ,37.1, ,44.5, ,90, ,78, ,86, ,40.6, ,5.4, ,130.8, ,47.1, 
6,Davis,Sacramento Valley,1/4/2008,004,0.02, ,2.37, ,12, ,9.7, ,51.5, ,44.5, ,48.5, ,90, ,72, ,84, ,43.8, ,14.4,Y,344.5,Y,47.8, 
6,Davis,Sacramento Valley,1/5/2008,005,0.01, ,0.53, ,59, ,8.3, ,48.3, ,39.7, ,43.7, ,91, ,76, ,85, ,39.6, ,7.2, ,172.5, ,47.4, 
6,Davis,Sacramento Valley,1/6/2008,006,0.03, ,0.01, ,109, ,8.0, ,50.4, ,39.6, ,44.5, ,86, ,68, ,80, ,38.7, ,5.4, ,129.1, ,47.4, 
6,Davis,Sacramento Valley,1/7/2008,007,0.05, ,0.00, ,228, ,7.5, ,54.7, ,38.3, ,44.9, ,90, ,50, ,74, ,37.2, ,3.9, ,94.7, ,47.8, 
6,Davis,Sacramento Valley,1/8/2008,008,0.01, ,0.32, ,37, ,8.4, ,47.3, ,40.7, ,44.2, ,91, ,79, ,86, ,40.2, ,7.8, ,186.7, ,47.8, 
6,Davis,Sacramento Valley,1/9/2008,009,0.01, ,0.03, ,64, ,9.2, ,47.5, ,44.3, ,45.6, ,93, ,83, ,88, ,42.4, ,4.3, ,103.7, ,48.2, 
6,Davis,Sacramento Valley,1/10/2008,010,0.00, ,0.09, ,47, ,9.9, ,49.2, ,43.9, ,46.4, ,93, ,90, ,92, ,44.3, ,2.8, ,67.1, ,48.7, 
6,Davis,Sacramento Valley,1/11/2008,011,0.01, ,0.01, ,74, ,9.9, ,52.2, ,44.4, ,47.8, ,94, ,77, ,88, ,44.2, ,4.0, ,95.1, ,49.4, 
6,Davis,Sacramento Valley,1/12/2008,012,0.03, ,0.01, ,141, ,9.5, ,55.4, ,43.0, ,48.1, ,91, ,70, ,83, ,43.3, ,3.3, ,78.5, ,50.1, 
6,Davis,Sacramento Valley,1/13/2008,013,0.04, ,0.00, ,209, ,8.4, ,55.8, ,33.3, ,44.0, ,94, ,63, ,86, ,40.0, ,2.8, ,66.7, ,49.8, 
6,Davis,Sacramento Valley,1/14/2008,014,0.03, ,0.02, ,168, ,8.1, ,51.1, ,33.4, ,40.8, ,94, ,85, ,93, ,39.0, ,2.9, ,68.7, ,49.0, 
6,Davis,Sacramento Valley,1/15/2008,015,0.09, ,0.01, ,228, ,6.4, ,57.0, ,31.8, ,43.4, ,94, ,33, ,67, ,33.1, ,8.8, ,210.6, ,48.5, 
6,Davis,Sacramento Valley,1/16/2008,016,0.19, ,0.00, ,238, ,3.7,Y,54.8, ,41.3, ,47.1, ,39, ,27, ,33,Y,19.7,Y,19.0,R,455.3,R,47.9, 
6,Davis,Sacramento Valley,1/17/2008,017,0.10, ,0.00, ,252, ,5.0, ,53.6, ,33.8, ,44.8, ,87, ,34, ,49, ,26.9, ,8.2, ,197.3, ,47.3, 
6,Davis,Sacramento Valley,1/18/2008,018,0.05, ,0.00, ,248, ,6.6, ,58.6, ,28.4, ,41.1, ,93, ,45, ,75, ,33.7, ,2.3, ,54.0, ,47.1, 
6,Davis,Sacramento Valley,1/19/2008,019,0.05, ,0.00, ,244, ,7.1, ,57.4, ,29.1, ,42.3, ,94, ,51, ,77, ,35.6, ,3.2, ,76.2, ,47.2, 
6,Davis,Sacramento Valley,1/20/2008,020,0.04, ,0.00, ,221, ,7.5, ,52.2, ,33.2, ,43.4, ,91, ,57, ,78, ,37.0, ,4.4, ,104.6, ,47.6, 
6,Davis,Sacramento Valley,1/21/2008,021,0.02, ,0.57, ,104, ,7.2, ,46.5, ,31.4, ,39.1, ,92, ,79, ,89, ,36.1, ,5.6, ,134.8, ,46.7, 
6,Davis,Sacramento Valley,1/22/2008,022,0.01, ,1.14, ,47, ,7.2, ,40.6,Y,37.1, ,38.8, ,93, ,88, ,90, ,36.2, ,8.3, ,199.4, ,45.8, 
6,Davis,Sacramento Valley,1/23/2008,023,0.00, ,0.67, ,40, ,7.5, ,41.4, ,36.8, ,39.5, ,93, ,86, ,91, ,37.2, ,7.7, ,184.4, ,45.1, 
6,Davis,Sacramento Valley,1/24/2008,024,0.02, ,0.10, ,136, ,8.0, ,45.9, ,32.0, ,43.4, ,93, ,77, ,83, ,38.6, ,8.6, ,207.2, ,45.9, 
6,Davis,Sacramento Valley,1/25/2008,025,0.00,H,1.34, ,20,H,8.8,H,48.8, ,41.5, ,43.9,H,94,H,82,H,90, ,41.2, ,4.5,H,108.2,H,46.0,H
6,Davis,Sacramento Valley,1/26/2008,026,0.05, ,0.18, ,169, ,9.6, ,60.6, ,42.8, ,50.6, ,94, ,55, ,76, ,43.3, ,5.1, ,121.8, ,47.0, 
6,Davis,Sacramento Valley,1/27/2008,027,0.02, ,0.47, ,95, ,10.1, ,55.0, ,40.6, ,48.7, ,94, ,70, ,87, ,44.9, ,8.7, ,208.4, ,48.0, 
6,Davis,Sacramento Valley,1/28/2008,028,0.07, ,0.00, ,279, ,5.9, ,52.1, ,35.0, ,43.3, ,82, ,42, ,61, ,31.0, ,4.7, ,112.7, ,,S
6,Davis,Sacramento Valley,1/29/2008,029,0.01, ,0.00, ,56, ,6.9, ,44.3, ,32.8, ,39.0, ,92, ,67, ,86, ,35.1, ,6.3, ,151.2, ,,M
6,Davis,Sacramento Valley,1/30/2008,030,0.06, ,0.00, ,276, ,6.4, ,53.7, ,32.0, ,43.3, ,92, ,45, ,67, ,33.1, ,3.4, ,82.1, ,,S
6,Davis,Sacramento Valley,1/31/2008,031,0.01, ,0.00, ,53, ,8.4, ,47.2, ,40.2, ,43.9, ,92, ,77, ,86, ,40.0, ,7.8, ,186.8, ,46.6, 
6,Davis,Sacramento Valley,2/1/2008,032,0.04, ,0.00, ,211, ,6.8, ,52.9, ,32.6, ,42.4, ,90, ,53, ,74, ,34.8, ,2.8, ,66.8, ,35.8,R
6,Davis,Sacramento Valley,2/2/2008,033,0.02, ,0.37, ,84, ,7.6, ,46.2, ,33.1, ,40.9, ,91, ,77, ,87, ,37.3, ,8.6, ,207.5, ,42.1,Y
6,Davis,Sacramento Valley,2/3/2008,034,0.08, ,0.04, ,280, ,7.8, ,55.9, ,42.1, ,48.2, ,91, ,50, ,68, ,38.2, ,8.7, ,209.0, ,40.3,Y
6,Davis,Sacramento Valley,2/4/2008,035,0.12, ,0.00, ,321, ,5.6, ,52.0, ,39.4, ,44.8, ,75, ,39, ,55, ,29.8, ,12.9,Y,309.5,Y,44.0,H
