"Plot Title: 22368008"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 22368008, SEN S/N: 22368008)","Temp, °F (LGR S/N: 22368008, SEN S/N: 22368008)","Coupler Detached (LGR S/N: 22368008)","Coupler Attached (LGR S/N: 22368008)","Host Connected (LGR S/N: 22368008)","End Of File (LGR S/N: 22368008)"
947,11/19/25 03:00:00 AM,416.0,56.71,,,,
948,11/19/25 03:30:00 AM,415.4,56.71,,,,
949,11/19/25 04:00:00 AM,415.1,56.71,,,,
950,11/19/25 04:30:00 AM,414.6,56.71,,,,
951,11/19/25 05:00:00 AM,414.4,56.73,,,,
952,11/19/25 05:30:00 AM,414.0,56.71,,,,
953,11/19/25 06:00:00 AM,413.3,56.73,,,,
954,11/19/25 06:30:00 AM,412.6,56.71,,,,
955,11/19/25 07:00:00 AM,411.1,56.71,,,,
956,11/19/25 07:30:00 AM,409.3,56.71,,,,
957,11/19/25 08:00:00 AM,407.3,56.70,,,,
958,11/19/25 08:30:00 AM,405.6,56.68,,,,
959,11/19/25 09:00:00 AM,403.9,56.64,,,,
960,11/19/25 09:30:00 AM,402.5,56.62,,,,
961,11/19/25 10:00:00 AM,401.6,56.62,,,,
962,11/19/25 10:30:00 AM,401.1,56.62,,,,
963,11/19/25 11:00:00 AM,400.8,56.64,,,,
964,11/19/25 11:30:00 AM,401.4,56.70,,,,
965,11/19/25 12:00:00 PM,402.0,56.75,,,,
966,11/19/25 12:30:00 PM,403.2,56.82,,,,
967,11/19/25 01:00:00 PM,404.3,56.91,,,,
968,11/19/25 01:30:00 PM,405.8,56.98,,,,
969,11/19/25 02:00:00 PM,407.6,57.06,,,,
970,11/19/25 02:30:00 PM,409.5,57.15,,,,
971,11/19/25 03:00:00 PM,411.9,57.24,,,,
972,11/19/25 03:30:00 PM,414.2,57.31,,,,
973,11/19/25 04:00:00 PM,416.9,57.34,,,,
974,11/19/25 04:30:00 PM,419.6,57.40,,,,
975,11/19/25 05:00:00 PM,421.8,57.42,,,,
976,11/19/25 05:30:00 PM,424.6,57.42,,,,
977,11/19/25 06:00:00 PM,427.4,57.43,,,,
978,11/19/25 06:30:00 PM,430.2,57.45,,,,
979,11/19/25 07:00:00 PM,433.6,57.45,,,,
980,11/19/25 07:30:00 PM,438.0,57.47,,,,
981,11/19/25 08:00:00 PM,444.9,57.51,,,,
982,11/19/25 08:30:00 PM,453.5,57.52,,,,
983,11/19/25 09:00:00 PM,462.5,57.52,,,,
984,11/19/25 09:30:00 PM,471.2,57.54,,,,
985,11/19/25 10:00:00 PM,480.1,57.52,,,,
986,11/19/25 10:30:00 PM,488.9,57.54,,,,
987,11/19/25 11:00:00 PM,496.6,57.61,,,,
988,11/19/25 11:30:00 PM,502.5,57.63,,,,
989,11/20/25 12:00:00 AM,507.3,57.67,,,,
990,11/20/25 12:30:00 AM,509.8,57.70,,,,
991,11/20/25 01:00:00 AM,511.3,57.72,,,,
992,11/20/25 01:30:00 AM,511.0,57.74,,,,
993,11/20/25 02:00:00 AM,509.8,57.72,,,,
994,11/20/25 02:30:00 AM,507.7,57.70,,,,
995,11/20/25 03:00:00 AM,504.8,57.65,,,,
996,11/20/25 03:30:00 AM,501.4,57.61,,,,
997,11/20/25 04:00:00 AM,497.2,57.52,,,,
998,11/20/25 04:30:00 AM,492.8,57.45,,,,
999,11/20/25 05:00:00 AM,488.9,57.36,,,,
1000,11/20/25 05:30:00 AM,484.8,57.29,,,,
1001,11/20/25 06:00:00 AM,480.7,57.18,,,,
1002,11/20/25 06:30:00 AM,476.6,57.09,,,,
1003,11/20/25 07:00:00 AM,473.8,57.02,,,,
1004,11/20/25 07:30:00 AM,470.0,56.95,,,,
1005,11/20/25 08:00:00 AM,464.9,56.91,,,,
1006,11/20/25 08:30:00 AM,461.1,56.84,,,,
1007,11/20/25 09:00:00 AM,457.7,56.82,,,,
1008,11/20/25 09:30:00 AM,454.3,56.82,,,,
1009,11/20/25 10:00:00 AM,451.2,56.84,,,,
1010,11/20/25 10:30:00 AM,448.1,56.89,,,,
1011,11/20/25 11:00:00 AM,445.1,56.93,,,,
1012,11/20/25 11:30:00 AM,442.2,56.98,,,,
1013,11/20/25 12:00:00 PM,439.7,57.02,,,,
1014,11/20/25 12:30:00 PM,436.8,57.11,,,,
1015,11/20/25 01:00:00 PM,434.2,57.22,,,,
1016,11/20/25 01:30:00 PM,432.0,57.31,,,,
1017,11/20/25 02:00:00 PM,429.6,57.43,,,,
1018,11/20/25 02:30:00 PM,427.2,57.47,,,,
1019,11/20/25 03:00:00 PM,430.3,57.54,,,,
1020,11/20/25 03:30:00 PM,427.6,57.61,,,,
1021,11/20/25 04:00:00 PM,423.3,57.63,,,,
1022,11/20/25 04:30:00 PM,419.5,57.65,,,,
1023,11/20/25 05:00:00 PM,414.7,57.67,,,,
1024,11/20/25 05:30:00 PM,412.4,57.65,,,,
1025,11/20/25 06:00:00 PM,410.0,57.61,,,,
1026,11/20/25 06:30:00 PM,407.6,57.56,,,,
1027,11/20/25 07:00:00 PM,405.6,57.54,,,,
1028,11/20/25 07:30:00 PM,403.5,57.52,,,,
1029,11/20/25 08:00:00 PM,401.6,57.51,,,,
1030,11/20/25 08:30:00 PM,400.2,57.47,,,,
1031,11/20/25 09:00:00 PM,398.8,57.43,,,,
1032,11/20/25 09:30:00 PM,397.4,57.42,,,,
1033,11/20/25 10:00:00 PM,396.3,57.42,,,,
1034,11/20/25 10:30:00 PM,395.0,57.40,,,,
1035,11/20/25 11:00:00 PM,393.6,57.36,,,,
1036,11/20/25 11:30:00 PM,392.5,57.33,,,,
1037,11/21/25 12:00:00 AM,391.0,57.25,,,,
1038,11/21/25 12:30:00 AM,389.8,57.22,,,,
1039,11/21/25 01:00:00 AM,388.6,57.15,,,,
1040,11/21/25 01:30:00 AM,387.1,57.11,,,,
1041,11/21/25 02:00:00 AM,386.0,57.06,,,,
1042,11/21/25 02:30:00 AM,385.2,57.02,,,,
1043,11/21/25 03:00:00 AM,384.3,57.00,,,,
1044,11/21/25 03:30:00 AM,383.5,56.98,,,,
1045,11/21/25 04:00:00 AM,383.0,56.91,,,,
1046,11/21/25 04:30:00 AM,382.2,56.84,,,,
1047,11/21/25 05:00:00 AM,381.3,56.75,,,,
1048,11/21/25 05:30:00 AM,380.5,56.62,,,,
1049,11/21/25 06:00:00 AM,379.2,56.52,,,,
1050,11/21/25 06:30:00 AM,378.3,56.39,,,,
1051,11/21/25 07:00:00 AM,377.6,56.28,,,,
1052,11/21/25 07:30:00 AM,376.8,56.19,,,,
1053,11/21/25 08:00:00 AM,375.7,56.08,,,,
1054,11/21/25 08:30:00 AM,375.2,55.99,,,,
1055,11/21/25 09:00:00 AM,374.5,55.92,,,,
1056,11/21/25 09:30:00 AM,374.0,55.87,,,,
1057,11/21/25 10:00:00 AM,373.6,55.87,,,,
1058,11/21/25 10:30:00 AM,373.6,55.90,,,,
1059,11/21/25 11:00:00 AM,373.6,55.99,,,,
1060,11/21/25 11:30:00 AM,374.3,56.12,,,,
1061,11/21/25 12:00:00 PM,375.2,56.26,,,,
1062,11/21/25 12:30:00 PM,375.8,56.46,,,,
1063,11/21/25 01:00:00 PM,376.5,56.61,,,,
1064,11/21/25 01:30:00 PM,377.3,56.79,,,,
1065,11/21/25 02:00:00 PM,378.1,56.95,,,,
1066,11/21/25 02:30:00 PM,379.0,57.09,,,,
1067,11/21/25 03:00:00 PM,379.4,57.20,,,,
1068,11/21/25 03:30:00 PM,379.7,57.29,,,,
1069,11/21/25 04:00:00 PM,379.6,57.31,,,,
1070,11/21/25 04:30:00 PM,379.4,57.31,,,,
1071,11/21/25 05:00:00 PM,378.8,57.31,,,,
1072,11/21/25 05:30:00 PM,378.6,57.22,,,,
1073,11/21/25 06:00:00 PM,377.9,57.13,,,,
1074,11/21/25 06:30:00 PM,377.3,57.02,,,,
1075,11/21/25 07:00:00 PM,375.4,56.95,,,,
1076,11/21/25 07:30:00 PM,373.7,56.89,,,,
1077,11/21/25 08:00:00 PM,372.6,56.80,,,,
1078,11/21/25 08:30:00 PM,371.6,56.71,,,,
1079,11/21/25 09:00:00 PM,371.5,56.62,,,,
1080,11/21/25 09:30:00 PM,372.2,56.57,,,,
1081,11/21/25 10:00:00 PM,372.1,56.48,,,,
1082,11/21/25 10:30:00 PM,371.5,56.43,,,,
1083,11/21/25 11:00:00 PM,370.5,56.39,,,,
1084,11/21/25 11:30:00 PM,369.5,56.32,,,,
1085,11/22/25 12:00:00 AM,369.3,56.28,,,,
1086,11/22/25 12:30:00 AM,369.2,56.21,,,,
1087,11/22/25 01:00:00 AM,370.0,56.16,,,,
1088,11/22/25 01:30:00 AM,371.2,56.08,,,,
1089,11/22/25 02:00:00 AM,371.9,56.03,,,,
1090,11/22/25 02:30:00 AM,372.3,55.96,,,,
1091,11/22/25 03:00:00 AM,372.5,55.89,,,,
1092,11/22/25 03:30:00 AM,372.3,55.81,,,,
1093,11/22/25 04:00:00 AM,372.8,55.76,,,,
1094,11/22/25 04:30:00 AM,371.7,55.67,,,,
1095,11/22/25 05:00:00 AM,371.3,55.58,,,,
1096,11/22/25 05:30:00 AM,371.1,55.49,,,,
1097,11/22/25 06:00:00 AM,370.7,55.44,,,,
1098,11/22/25 06:30:00 AM,370.0,55.31,,,,
1099,11/22/25 07:00:00 AM,369.7,55.26,,,,
1100,11/22/25 07:30:00 AM,369.1,55.18,,,,
1101,11/22/25 08:00:00 AM,368.5,55.08,,,,
1102,11/22/25 08:30:00 AM,368.3,55.02,,,,
1103,11/22/25 09:00:00 AM,367.9,54.97,,,,
1104,11/22/25 09:30:00 AM,367.6,54.93,,,,
1105,11/22/25 10:00:00 AM,367.1,54.90,,,,
1106,11/22/25 10:30:00 AM,367.0,54.93,,,,
1107,11/22/25 11:00:00 AM,367.0,54.95,,,,
1108,11/22/25 11:30:00 AM,367.5,55.02,,,,
1109,11/22/25 12:00:00 PM,368.0,55.15,,,,
1110,11/22/25 12:30:00 PM,368.5,55.27,,,,
1111,11/22/25 01:00:00 PM,369.4,55.40,,,,
1112,11/22/25 01:30:00 PM,370.4,55.54,,,,
1113,11/22/25 02:00:00 PM,370.7,55.65,,,,
1114,11/22/25 02:30:00 PM,371.6,55.80,,,,
1115,11/22/25 03:00:00 PM,372.2,55.89,,,,
1116,11/22/25 03:30:00 PM,372.9,56.01,,,,
1117,11/22/25 04:00:00 PM,373.5,56.10,,,,
1118,11/22/25 04:30:00 PM,374.1,56.12,,,,
1119,11/22/25 05:00:00 PM,373.8,56.12,,,,
1120,11/22/25 05:30:00 PM,373.5,56.10,,,,
1121,11/22/25 06:00:00 PM,373.0,56.01,,,,
1122,11/22/25 06:30:00 PM,372.5,55.96,,,,
1123,11/22/25 07:00:00 PM,372.2,55.89,,,,
1124,11/22/25 07:30:00 PM,371.0,55.81,,,,
1125,11/22/25 08:00:00 PM,370.6,55.80,,,,
1126,11/22/25 08:30:00 PM,370.3,55.76,,,,
1127,11/22/25 09:00:00 PM,369.4,55.74,,,,
1128,11/22/25 09:30:00 PM,368.4,55.60,,,,
1129,11/22/25 10:00:00 PM,366.3,55.45,,,,
1130,11/22/25 10:30:00 PM,366.4,55.27,,,,
1131,11/22/25 11:00:00 PM,371.7,55.06,,,,
1132,11/22/25 11:30:00 PM,372.5,54.93,,,,
1133,11/23/25 12:00:00 AM,370.1,54.86,,,,
1134,11/23/25 12:30:00 AM,367.7,54.77,,,,
1135,11/23/25 01:00:00 AM,365.9,54.68,,,,
1136,11/23/25 01:30:00 AM,364.2,54.59,,,,
1137,11/23/25 02:00:00 AM,363.2,54.52,,,,
1138,11/23/25 02:30:00 AM,362.3,54.43,,,,
1139,11/23/25 03:00:00 AM,361.9,54.37,,,,
1140,11/23/25 03:30:00 AM,361.8,54.32,,,,
1141,11/23/25 04:00:00 AM,362.1,54.25,,,,
1142,11/23/25 04:30:00 AM,362.2,54.23,,,,
1143,11/23/25 05:00:00 AM,362.3,54.14,,,,
1144,11/23/25 05:30:00 AM,362.2,54.10,,,,
1145,11/23/25 06:00:00 AM,362.0,54.03,,,,
1146,11/23/25 06:30:00 AM,362.1,53.96,,,,
1147,11/23/25 07:00:00 AM,361.9,53.92,,,,
1148,11/23/25 07:30:00 AM,361.8,53.85,,,,
1149,11/23/25 08:00:00 AM,361.6,53.82,,,,
1150,11/23/25 08:30:00 AM,361.4,53.76,,,,
1151,11/23/25 09:00:00 AM,361.2,53.74,,,,
1152,11/23/25 09:30:00 AM,361.2,53.71,,,,
1153,11/23/25 10:00:00 AM,360.8,53.71,,,,
1154,11/23/25 10:30:00 AM,361.0,53.73,,,,
1155,11/23/25 11:00:00 AM,360.9,53.74,,,,
1156,11/23/25 11:30:00 AM,361.0,53.80,,,,
1157,11/23/25 12:00:00 PM,361.2,53.87,,,,
1158,11/23/25 12:30:00 PM,361.7,53.94,,,,
1159,11/23/25 01:00:00 PM,362.3,54.01,,,,
1160,11/23/25 01:30:00 PM,363.2,54.07,,,,
1161,11/23/25 02:00:00 PM,363.9,54.16,,,,
1162,11/23/25 02:30:00 PM,364.8,54.27,,,,
1163,11/23/25 03:00:00 PM,365.9,54.41,,,,
1164,11/23/25 03:30:00 PM,366.2,54.55,,,,
1165,11/23/25 04:00:00 PM,366.8,54.66,,,,
1166,11/23/25 04:30:00 PM,367.1,54.73,,,,
1167,11/23/25 05:00:00 PM,367.0,54.73,,,,
1168,11/23/25 05:30:00 PM,367.0,54.73,,,,
1169,11/23/25 06:00:00 PM,366.9,54.68,,,,
1170,11/23/25 06:30:00 PM,366.4,54.66,,,,
1171,11/23/25 07:00:00 PM,365.9,54.59,,,,
1172,11/23/25 07:30:00 PM,365.6,54.55,,,,
1173,11/23/25 08:00:00 PM,365.5,54.52,,,,
1174,11/23/25 08:30:00 PM,365.1,54.48,,,,
1175,11/23/25 09:00:00 PM,365.3,54.46,,,,
1176,11/23/25 09:30:00 PM,365.4,54.45,,,,
1177,11/23/25 10:00:00 PM,365.4,54.45,,,,
1178,11/23/25 10:30:00 PM,363.8,54.30,,,,
1179,11/23/25 11:00:00 PM,361.8,54.16,,,,
1180,11/23/25 11:30:00 PM,362.2,54.05,,,,
1181,11/24/25 12:00:00 AM,370.4,53.87,,,,
1182,11/24/25 12:30:00 AM,369.7,53.83,,,,
1183,11/24/25 01:00:00 AM,365.2,53.80,,,,
1184,11/24/25 01:30:00 AM,363.2,53.80,,,,
1185,11/24/25 02:00:00 AM,361.4,53.80,,,,
1186,11/24/25 02:30:00 AM,360.0,53.80,,,,
1187,11/24/25 03:00:00 AM,358.8,53.76,,,,
1188,11/24/25 03:30:00 AM,358.1,53.80,,,,
1189,11/24/25 04:00:00 AM,357.9,53.80,,,,
1190,11/24/25 04:30:00 AM,357.7,53.82,,,,
1191,11/24/25 05:00:00 AM,357.5,53.83,,,,
1192,11/24/25 05:30:00 AM,357.7,53.83,,,,
1193,11/24/25 06:00:00 AM,357.7,53.83,,,,
1194,11/24/25 06:30:00 AM,358.1,53.82,,,,
1195,11/24/25 07:00:00 AM,358.1,53.83,,,,
1196,11/24/25 07:30:00 AM,358.6,53.80,,,,
1197,11/24/25 08:00:00 AM,358.7,53.76,,,,
1198,11/24/25 08:30:00 AM,358.7,53.74,,,,
1199,11/24/25 09:00:00 AM,358.4,53.73,,,,
1200,11/24/25 09:30:00 AM,358.1,53.71,,,,
1201,11/24/25 10:00:00 AM,357.9,53.69,,,,
1202,11/24/25 10:30:00 AM,357.7,53.71,,,,
1203,11/24/25 11:00:00 AM,357.4,53.71,,,,
1204,11/24/25 11:30:00 AM,357.8,53.69,,,,
1205,11/24/25 12:00:00 PM,358.4,53.73,,,,
1206,11/24/25 12:30:00 PM,358.2,53.74,,,,
1207,11/24/25 01:00:00 PM,358.9,53.80,,,,
1208,11/24/25 01:30:00 PM,360.1,53.83,,,,
1209,11/24/25 02:00:00 PM,361.5,53.91,,,,
1210,11/24/25 02:30:00 PM,362.7,53.96,,,,
1211,11/24/25 03:00:00 PM,364.2,54.03,,,,
1212,11/24/25 03:30:00 PM,365.4,54.10,,,,
1213,11/24/25 04:00:00 PM,366.8,54.14,,,,
1214,11/24/25 04:30:00 PM,367.8,54.21,,,,
1215,11/24/25 05:00:00 PM,368.7,54.25,,,,
1216,11/24/25 05:30:00 PM,369.5,54.27,,,,
1217,11/24/25 06:00:00 PM,370.0,54.27,,,,
1218,11/24/25 06:30:00 PM,370.5,54.27,,,,
1219,11/24/25 07:00:00 PM,371.1,54.25,,,,
1220,11/24/25 07:30:00 PM,371.1,54.23,,,,
1221,11/24/25 08:00:00 PM,371.2,54.21,,,,
1222,11/24/25 08:30:00 PM,371.5,54.18,,,,
1223,11/24/25 09:00:00 PM,371.7,54.16,,,,
1224,11/24/25 09:30:00 PM,371.7,54.16,,,,
1225,11/24/25 10:00:00 PM,371.8,54.16,,,,
1226,11/24/25 10:30:00 PM,371.3,54.14,,,,
1227,11/24/25 11:00:00 PM,371.5,54.12,,,,
1228,11/24/25 11:30:00 PM,372.6,54.12,,,,
1229,11/25/25 12:00:00 AM,374.9,54.10,,,,
1230,11/25/25 12:30:00 AM,376.7,54.10,,,,
1231,11/25/25 01:00:00 AM,376.6,54.10,,,,
1232,11/25/25 01:30:00 AM,375.7,54.10,,,,
1233,11/25/25 02:00:00 AM,375.1,54.10,,,,
1234,11/25/25 02:30:00 AM,374.7,54.10,,,,
1235,11/25/25 03:00:00 AM,374.3,54.07,,,,
1236,11/25/25 03:30:00 AM,373.5,54.10,,,,
1237,11/25/25 04:00:00 AM,373.0,54.10,,,,
1238,11/25/25 04:30:00 AM,372.6,54.07,,,,
1239,11/25/25 05:00:00 AM,372.6,54.07,,,,
1240,11/25/25 05:30:00 AM,372.3,54.07,,,,
1241,11/25/25 06:00:00 AM,372.8,54.07,,,,
1242,11/25/25 06:30:00 AM,372.1,54.07,,,,
1243,11/25/25 07:00:00 AM,372.1,54.07,,,,
1244,11/25/25 07:30:00 AM,372.2,54.05,,,,
1245,11/25/25 08:00:00 AM,372.4,54.05,,,,
1246,11/25/25 08:30:00 AM,372.3,54.03,,,,
1247,11/25/25 09:00:00 AM,372.1,54.03,,,,
1248,11/25/25 09:30:00 AM,372.0,54.01,,,,
1249,11/25/25 10:00:00 AM,371.7,54.01,,,,
1250,11/25/25 10:30:00 AM,371.4,54.01,,,,
1251,11/25/25 11:00:00 AM,371.3,54.03,,,,
1252,11/25/25 11:30:00 AM,371.0,54.01,,,,
1253,11/25/25 12:00:00 PM,371.1,54.05,,,,
1254,11/25/25 12:30:00 PM,371.2,54.10,,,,
1255,11/25/25 01:00:00 PM,371.5,54.12,,,,
1256,11/25/25 01:30:00 PM,372.2,54.18,,,,
1257,11/25/25 02:00:00 PM,372.5,54.23,,,,
1258,11/25/25 02:30:00 PM,373.4,54.25,,,,
1259,11/25/25 03:00:00 PM,374.5,54.32,,,,
1260,11/25/25 03:30:00 PM,375.5,54.36,,,,
1261,11/25/25 04:00:00 PM,376.5,54.41,,,,
1262,11/25/25 04:30:00 PM,377.3,54.43,,,,
1263,11/25/25 05:00:00 PM,378.5,54.46,,,,
1264,11/25/25 05:30:00 PM,379.5,54.45,,,,
1265,11/25/25 06:00:00 PM,380.2,54.43,,,,
1266,11/25/25 06:30:00 PM,380.8,54.41,,,,
1267,11/25/25 07:00:00 PM,381.2,54.32,,,,
1268,11/25/25 07:30:00 PM,381.5,54.23,,,,
1269,11/25/25 08:00:00 PM,381.8,54.12,,,,
1270,11/25/25 08:30:00 PM,382.0,54.03,,,,
1271,11/25/25 09:00:00 PM,382.0,53.94,,,,
1272,11/25/25 09:30:00 PM,382.5,53.85,,,,
1273,11/25/25 10:00:00 PM,382.1,53.76,,,,
1274,11/25/25 10:30:00 PM,382.4,53.71,,,,
1275,11/25/25 11:00:00 PM,382.1,53.64,,,,
1276,11/25/25 11:30:00 PM,381.9,53.53,,,,
1277,11/26/25 12:00:00 AM,382.7,53.42,,,,
1278,11/26/25 12:30:00 AM,383.6,53.29,,,,
1279,11/26/25 01:00:00 AM,385.0,53.22,,,,
1280,11/26/25 01:30:00 AM,385.9,53.13,,,,
1281,11/26/25 02:00:00 AM,385.6,53.10,,,,
1282,11/26/25 02:30:00 AM,385.5,53.04,,,,
1283,11/26/25 03:00:00 AM,385.7,53.02,,,,
1284,11/26/25 03:30:00 AM,385.8,53.01,,,,
1285,11/26/25 04:00:00 AM,385.5,52.99,,,,
1286,11/26/25 04:30:00 AM,385.3,52.99,,,,
1287,11/26/25 05:00:00 AM,385.3,52.97,,,,
1288,11/26/25 05:30:00 AM,385.2,52.97,,,,
1289,11/26/25 06:00:00 AM,385.2,52.93,,,,
1290,11/26/25 06:30:00 AM,385.0,52.92,,,,
1291,11/26/25 07:00:00 AM,385.1,52.92,,,,
1292,11/26/25 07:30:00 AM,385.0,52.88,,,,
1293,11/26/25 08:00:00 AM,385.0,52.86,,,,
1294,11/26/25 08:30:00 AM,385.0,52.83,,,,
1295,11/26/25 09:00:00 AM,385.2,52.81,,,,
1296,11/26/25 09:30:00 AM,385.1,52.79,,,,
1297,11/26/25 10:00:00 AM,385.2,52.77,,,,
1298,11/26/25 10:30:00 AM,385.2,52.74,,,,
1299,11/26/25 11:00:00 AM,385.0,52.77,,,,
1300,11/26/25 11:30:00 AM,384.9,52.77,,,,
1301,11/26/25 12:00:00 PM,384.8,52.79,,,,
1302,11/26/25 12:30:00 PM,384.6,52.81,,,,
1303,11/26/25 01:00:00 PM,384.8,52.86,,,,
1304,11/26/25 01:30:00 PM,385.1,52.90,,,,
1305,11/26/25 02:00:00 PM,386.5,52.90,,,,
1306,11/26/25 02:30:00 PM,385.4,52.97,,,,
1307,11/26/25 03:00:00 PM,386.0,52.99,,,,
1308,11/26/25 03:30:00 PM,386.6,53.01,,,,
1309,11/26/25 04:00:00 PM,392.3,53.01,,,,
1310,11/26/25 04:30:00 PM,387.6,52.99,,,,
1311,11/26/25 05:00:00 PM,387.0,52.97,,,,
1312,11/26/25 05:30:00 PM,387.7,52.93,,,,
1313,11/26/25 06:00:00 PM,388.3,52.92,,,,
1314,11/26/25 06:30:00 PM,388.7,52.86,,,,
1315,11/26/25 07:00:00 PM,389.3,52.81,,,,
1316,11/26/25 07:30:00 PM,389.6,52.74,,,,
1317,11/26/25 08:00:00 PM,390.0,52.72,,,,
1318,11/26/25 08:30:00 PM,390.5,52.66,,,,
1319,11/26/25 09:00:00 PM,390.6,52.61,,,,
1320,11/26/25 09:30:00 PM,390.9,52.57,,,,
1321,11/26/25 10:00:00 PM,391.2,52.50,,,,
1322,11/26/25 10:30:00 PM,391.7,52.48,,,,
1323,11/26/25 11:00:00 PM,392.0,52.43,,,,
1324,11/26/25 11:30:00 PM,392.1,52.43,,,,
1325,11/27/25 12:00:00 AM,392.3,52.39,,,,
1326,11/27/25 12:30:00 AM,392.4,52.38,,,,
1327,11/27/25 01:00:00 AM,393.0,52.32,,,,
1328,11/27/25 01:30:00 AM,393.9,52.30,,,,
1329,11/27/25 02:00:00 AM,394.6,52.27,,,,
1330,11/27/25 02:30:00 AM,394.9,52.21,,,,
1331,11/27/25 03:00:00 AM,395.1,52.21,,,,
1332,11/27/25 03:30:00 AM,395.4,52.20,,,,
1333,11/27/25 04:00:00 AM,395.6,52.18,,,,
1334,11/27/25 04:30:00 AM,395.7,52.14,,,,
1335,11/27/25 05:00:00 AM,395.6,52.11,,,,
1336,11/27/25 05:30:00 AM,396.0,52.09,,,,
1337,11/27/25 06:00:00 AM,396.8,52.05,,,,
1338,11/27/25 06:30:00 AM,395.5,52.02,,,,
1339,11/27/25 07:00:00 AM,395.4,52.00,,,,
1340,11/27/25 07:30:00 AM,395.4,51.98,,,,
1341,11/27/25 08:00:00 AM,395.2,51.94,,,,
1342,11/27/25 08:30:00 AM,395.3,51.91,,,,
1343,11/27/25 09:00:00 AM,395.1,51.89,,,,
1344,11/27/25 09:30:00 AM,394.8,51.85,,,,
1345,11/27/25 10:00:00 AM,395.0,51.85,,,,
1346,11/27/25 10:30:00 AM,396.7,51.84,,,,
1347,11/27/25 11:00:00 AM,394.9,51.80,,,,
1348,11/27/25 11:30:00 AM,395.0,51.80,,,,
1349,11/27/25 12:00:00 PM,395.3,51.80,,,,
1350,11/27/25 12:30:00 PM,395.3,51.80,,,,
1351,11/27/25 01:00:00 PM,395.4,51.84,,,,
1352,11/27/25 01:30:00 PM,395.5,51.84,,,,
1353,11/27/25 02:00:00 PM,395.5,51.85,,,,
1354,11/27/25 02:30:00 PM,395.6,51.87,,,,
1355,11/27/25 03:00:00 PM,396.0,51.89,,,,
1356,11/27/25 03:30:00 PM,396.2,51.89,,,,
1357,11/27/25 04:00:00 PM,396.2,51.91,,,,
1358,11/27/25 04:30:00 PM,396.6,51.91,,,,
1359,11/27/25 05:00:00 PM,396.9,51.91,,,,
1360,11/27/25 05:30:00 PM,397.3,51.91,,,,
1361,11/27/25 06:00:00 PM,397.2,51.87,,,,
1362,11/27/25 06:30:00 PM,397.3,51.85,,,,
1363,11/27/25 07:00:00 PM,397.2,51.84,,,,
1364,11/27/25 07:30:00 PM,397.4,51.80,,,,
1365,11/27/25 08:00:00 PM,397.3,51.76,,,,
1366,11/27/25 08:30:00 PM,397.2,51.71,,,,
1367,11/27/25 09:00:00 PM,397.4,51.69,,,,
1368,11/27/25 09:30:00 PM,397.4,51.67,,,,
1369,11/27/25 10:00:00 PM,397.2,51.66,,,,
1370,11/27/25 10:30:00 PM,397.3,51.60,,,,
1371,11/27/25 11:00:00 PM,397.3,51.58,,,,
1372,11/27/25 11:30:00 PM,397.4,51.57,,,,
1373,11/28/25 12:00:00 AM,397.5,51.55,,,,
1374,11/28/25 12:30:00 AM,397.4,51.49,,,,
1375,11/28/25 01:00:00 AM,397.3,51.48,,,,
1376,11/28/25 01:30:00 AM,397.2,51.44,,,,
1377,11/28/25 02:00:00 AM,397.0,51.42,,,,
1378,11/28/25 02:30:00 AM,397.1,51.42,,,,
1379,11/28/25 03:00:00 AM,397.2,51.37,,,,
1380,11/28/25 03:30:00 AM,397.1,51.37,,,,
1381,11/28/25 04:00:00 AM,397.1,51.33,,,,
1382,11/28/25 04:30:00 AM,396.9,51.30,,,,
1383,11/28/25 05:00:00 AM,396.9,51.28,,,,
1384,11/28/25 05:30:00 AM,396.8,51.24,,,,
1385,11/28/25 06:00:00 AM,396.8,51.19,,,,
1386,11/28/25 06:30:00 AM,396.6,51.17,,,,
1387,11/28/25 07:00:00 AM,396.3,51.15,,,,
1388,11/28/25 07:30:00 AM,396.3,51.12,,,,
1389,11/28/25 08:00:00 AM,395.8,51.08,,,,
1390,11/28/25 08:30:00 AM,395.7,51.04,,,,
1391,11/28/25 09:00:00 AM,395.7,51.03,,,,
1392,11/28/25 09:30:00 AM,395.4,51.01,,,,
1393,11/28/25 10:00:00 AM,395.1,50.97,,,,
1394,11/28/25 10:30:00 AM,395.4,50.95,,,,
1395,11/28/25 11:00:00 AM,395.3,50.95,,,,
1396,11/28/25 11:30:00 AM,395.3,50.97,,,,
1397,11/28/25 12:00:00 PM,395.5,50.97,,,,
1398,11/28/25 12:30:00 PM,395.7,51.03,,,,
1399,11/28/25 01:00:00 PM,395.9,51.08,,,,
1400,11/28/25 01:30:00 PM,396.4,51.13,,,,
1401,11/28/25 02:00:00 PM,396.6,51.17,,,,
1402,11/28/25 02:30:00 PM,396.9,51.22,,,,
1403,11/28/25 03:00:00 PM,397.1,51.24,,,,
1404,11/28/25 03:30:00 PM,397.2,51.28,,,,
1405,11/28/25 04:00:00 PM,397.2,51.33,,,,
1406,11/28/25 04:30:00 PM,396.8,51.33,,,,
1407,11/28/25 05:00:00 PM,396.9,51.30,,,,
1408,11/28/25 05:30:00 PM,398.1,51.28,,,,
